	NCBI_GENE_ID	function	Protein IDs	strain	transcription	muts
271	ccmE	Cytochrome c-type biogenesis protein CcmE, heme chaperone		1	2.24193548387097	0
272	ccmF	Cytochrome c heme lyase subunit CcmF		1	2.34722222222222	0
273	ccmG	Cytochrome c-type biogenesis protein CcmG/DsbE, thiol:disulfide oxidoreductase		1	1.8333333333333304	0
274	ccmH	Cytochrome c heme lyase subunit CcmL / Cytochrome c heme lyase subunit CcmH		1	1.27443609022556	0
275	cdaR	Sugar diacid utilization regulator SdaR		1	1.21397379912664	0
276	cdd	Cytidine deaminase (EC 3.5.4.5)	sp|P0ABF6|CDD_ECOLI;sp|C4ZSM3|CDD_ECOBW;sp|B1X7N2|CDD_ECODH	1	0.238750808463457	0
277	cdh	CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26)	sp|P06282|CDH_ECOLI;sp|C5A085|CDH_ECOBW;sp|B1XB84|CDH_ECODH	1	2.834862385321101	0
278	cdsA	Phosphatidate cytidylyltransferase (EC 2.7.7.41)		1	1.6666666666666698	0
279	cdsA	Phosphatidate cytidylyltransferase (EC 2.7.7.41)		1	1.2452830188679198	0
280	cedA	Cell division activator cedA		1	4.35555555555556	0
281	cfa	Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79)	sp|P0A9H7|CFA_ECOLI	1	0.796638655462185	0
282	chaA	Calcium/proton antiporter	sp|P31801|CHAA_ECOLI	1	1.23013698630137	0
283	chaB	Cation transport regulator chaB	sp|P0AE63|CHAB_ECOLI	1	1.25252525252525	0
284	chaC	Cation transport protein chaC		1	4.47089947089947	0
285	chbA	PTS system, chitobiose-specific IIA component (EC 2.7.1.69)		1	5.52	0
286	chbB	PTS system, cellobiose-specific IIB component (EC 2.7.1.69)		1	0.471973094170404	0
287	chbC	PTS system, cellobiose-specific IIC component (EC 2.7.1.69)		1	1.1361111111111102	0
288	chbF	6-phospho-beta-glucosidase (EC 3.2.1.86)		1	3.3394495412844	1
289	chbG	Cellobiose phosphotransferase system YdjC-like protein		1	5.05434782608696	1
290	chbR	Chitobiose-specific regulator ChbR, AraC family		1	3.1007751937984502	1
291	cheA	Signal transduction histidine kinase CheA (EC 2.7.3.-)		1	3.1339285714285694	0
292	cheB	Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)		1	5.09756097560976	0
293	cheR	Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)		1	4.885714285714291	0
294	cheW	Positive regulator of CheA protein activity (CheW)		1	3.5625	1
295	cheY	Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY		1	3.8	0
296	cheZ	Chemotaxis response - phosphatase CheZ		1	3.16129032258065	0
297	chiA	Chitinase (EC 3.2.1.14)		1	1.59297520661157	0
298	chpA	Programmed cell death toxin MazF		1	1.5607476635514	0
299	chpB	Programmed cell death toxin ChpB		1	5.76470588235294	0
300	chpR	Programmed cell death antitoxin MazE		1	2.1022727272727297	0
301	chpS	Programmed cell death antitoxin ChpS		1	4.77777777777778	0
302	cirA	Colicin I receptor precursor	sp|P17315|CIRA_ECOLI	1	7.60924369747899	1
303	citA	Sensor kinase CitA, DpiB (EC 2.7.3.-)		1	2.50952380952381	0
304	citB	Transcriptional regulatory protein CitB, DpiA		1	1.90654205607477	0
305	citC	[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22)		1	2.3076923076923097	0
306	citD	Citrate lyase gamma chain, acyl carrier protein (EC 4.1.3.6)		1	1.4	0
307	citE	Citrate lyase beta chain (EC 4.1.3.6)		1	2.36363636363636	0
308	citF	Citrate lyase alpha chain (EC 4.1.3.6)		1	4.11290322580645	1
309	citG	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase (EC 2.7.8.25)	sp|P77231|CITG_ECOLI;sp|C4ZWA2|CITG_ECOBW	1	4.33333333333333	0
310	citT	Citrate Succinate antiporter (TC 2.A.47.3.2)		1	2.56944444444444	1
311	citX	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61)		1	2.88095238095238	1
312	clcA	H(+)/Cl(-) exchange transporter ClcA		1	0.46414499605989	0
313	clcB	FIG00509904: hypothetical protein		1	5.3394495412844005	0
314	cld	regulator of length of O-antigen component of lipopolysaccharide chains		1	1.39339407744875	0
315	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	sp|P0ABH9|CLPA_ECOLI	1	0.5333246550377511	1
316	clpB	ClpB protein	sp|P63284|CLPB_ECOLI	1	3.4314115308151094	0
317	clpP	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)	sp|P0A6G7|CLPP_ECOLI	1	1.98473282442748	0
318	clpS	ATP-dependent Clp protease adaptor protein ClpS	sp|P0A8Q6|CLPS_ECOLI;sp|C4ZY53|CLPS_ECOBW;sp|B1X822|CLPS_ECODH	1	0.28094932649134097	0
319	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	sp|P0A6H1|CLPX_ECOLI;sp|C4ZTJ5|CLPX_ECOBW;sp|B1XFM6|CLPX_ECODH	1	1.1952337305224598	0
320	cls	Cardiolipin synthetase (EC 2.7.8.-)		1	1.50102249488753	0
321	cmk	Cytidylate kinase (EC 2.7.4.25)		1	6.31369863013699	1
322	cmr	Multidrug translocase MdfA		1	2.4421487603305803	0
323	cmtA	PTS system, mannitol-specific IIB component (EC 2.7.1.69) / PTS system, mannitol-specific IIC component (EC 2.7.1.69)		1	3.32478632478632	0
324	cmtB	PTS system, IIA component		1	2.51428571428571	0
325	coaA	Pantothenate kinase (EC 2.7.1.33)	sp|P0A6I3|COAA_ECOLI;sp|C5A0R9|COAA_ECOBW;sp|B1XBY1|COAA_ECODH	1	1.05843293492696	0
326	coaD	Phosphopantetheine adenylyltransferase (EC 2.7.7.3)	sp|P0A6I6|COAD_ECOLI;sp|C4ZXM6|COAD_ECOBW;sp|B1X968|COAD_ECODH	1	2.38571428571429	0
327	coaE	Dephospho-CoA kinase (EC 2.7.1.24)		1	1.66437177280551	0
328	cobB	NAD-dependent protein deacetylase of SIR2 family		1	1.3818181818181798	0
329	cobC	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)		1	1.58208955223881	0
330	cobS	Cobalamin synthase (EC 2.7.8.26)	sp|P36561|COBS_ECOLI;sp|C4ZQQ5|COBS_ECOBW;sp|B1X6T0|COBS_ECODH	1	2.578125	0
331	cobT	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase (EC 2.4.2.21)	sp|P36562|COBT_ECOLI;sp|C4ZQQ4|COBT_ECOBW;sp|B1X6S9|COBT_ECODH	1	2.9748427672956	0
332	cobU	Adenosylcobinamide-phosphate guanylyltransferase (EC 2.7.7.62)		1	1.41441441441441	0
333	cof	Cof protein, HD superfamily hydrolase		1	2.11180124223602	0
334	copA	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	sp|Q59385|COPA_ECOLI	1	1.41950113378685	0
335	corA	Magnesium and cobalt transport protein CorA	sp|P0ABI4|CORA_ECOLI	1	4.624	0
336	cpdA	3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)		1	0.535744322960471	0
337	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase (EC 3.1.4.16)	sp|P08331|CPDB_ECOLI	1	1.6413223140495905	0
338	cpsB	Mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22) / Mannose-6-phosphate isomerase (EC 5.3.1.8)		1	3.625	0
339	cpsG	Phosphomannomutase (EC 5.4.2.8)		1	4.09459459459459	0
340	cpxA	Copper sensory histidine kinase CpxA	sp|P0AE82|CPXA_ECOLI	1	2.12585034013605	0
341	cpxP	P pilus assembly/Cpx signaling pathway, periplasmic inhibitor/zinc-resistance associated protein		1	2.27600202942669	0
342	cpxR	Copper-sensing two-component system response regulator CpxR	sp|P0AE88|CPXR_ECOLI	1	1.73643410852713	0
343	crcA	Lipid A acylation protein PagP, palmitoyltransferase		1	0.7458677685950409	0
344	crcB	CrcB protein		1	3.08092485549133	0
345	creA	Conserved uncharacterized protein CreA	sp|P0AE91|CREA_ECOLI	1	1.9632653061224496	0
346	creB	Two-component response regulator CreB		1	2.5531914893617	0
347	creC	Two-component response regulator CreC		1	2.3612334801762103	0
348	creD	Inner membrane protein CreD		1	2.06091370558376	0
349	crl	Curlin genes transcriptional activator	sp|P24251|CRL_ECOLI;sp|C4ZT97|CRL_ECOBW;sp|B1XDY3|CRL_ECODH	1	1.13282985339849	0
350	crp	Cyclic AMP receptor protein	sp|P0ACJ8|CRP_ECOLI	1	1.08892658105161	0
351	crr	PTS system, glucose-specific IIA component		1	3.46767343086361	0
352	csdA	Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7), main protein CsdA	sp|Q46925|CSDA_ECOLI	1	2.78732106339468	0
353	csgA	Major curlin subunit precursor CsgA		1	2.88636363636364	1
354	csgB	Minor curlin subunit CsgB, nucleation component of curlin monomers		1	7.5	0
355	csgC	Putative curli production protein CsgC		1	3.3448275862069	0
356	csgD	Transcriptional regulator CsgD for 2nd curli operon		1	2.15	0
357	csgE	Curli production assembly/transport component CsgE		1	4.20833333333333	0
358	csgF	Curli production assembly/transport component CsgF		1	2.77777777777778	0
359	csgG	Curli production assembly/transport component CsgG		1	3.73831775700935	0
360	csiE	Stationary phase inducible protein CsiE		1	0.5510887772194311	0
361	csiR	CsiR, transcriptional repressor of CsiD		1	1.8375	0
362	cspA	Cold shock protein CspA	sp|P0A9X9|CSPA_ECOLI	1	0.365884085279743	0
363	cspB	Cold shock protein CspB		1	0.731954985605862	0
364	cspC	Cold shock protein CspC	sp|P0A9Y6|CSPC_ECOLI	1	0.161547223817822	0
365	cspD	Cold shock protein CspD	sp|P0A968|CSPD_ECOLI	1	0.812273276904474	0
366	cspE	Cold shock protein CspA	sp|P0A972|CSPE_ECOLI	1	0.440186330446308	0
367	cspF	Cold shock protein CspF		1	4.453125	0
368	cspG	Cold shock protein CspG		1	1.16854995035696	0
369	cspH	Cold shock protein CspH		1	2.50292397660819	0
370	cspI	Cold shock protein CspG		1	0.41038961038961	0
371	csrA	Carbon storage regulator		1	0.534533551554828	0
372	cstA	Carbon starvation protein A	sp|P15078|CSTA_ECOLI	1	0.3825944170771761	1
373	cueO	Blue copper oxidase CueO precursor	sp|P36649|CUEO_ECOLI	1	1.6875	0
374	cueR	HTH-type transcriptional regulator cueR	sp|P0A9G4|CUER_ECOLI	1	1.94152046783626	0
375	cusA	Cobalt-zinc-cadmium resistance protein CzcA; Cation efflux system protein CusA		1	3.05418719211823	0
376	cusB	Cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family		1	3.0	1
377	cusC	Cation efflux system protein CusC precursor		1	3.0	0
378	cusF	Cation efflux system protein CusF precursor		1	3.03571428571429	0
379	cusR	DNA-binding heavy metal response regulator		1	2.39240506329114	0
380	cusS	Copper sensory histidine kinase CusS		1	3.11377245508982	0
381	cutA	Periplasmic divalent cation tolerance protein CutA		1	6.241758241758242	0
382	cutC	Cytoplasmic copper homeostasis protein CutC	sp|P67826|CUTC_ECOLI;sp|C4ZQF8|CUTC_ECOBW;sp|B1XHE2|CUTC_ECODH	1	0.7920918367346941	0
383	cvpA	Colicin V production protein		1	2.0	0
384	cvrA	Cell volume regulation protein A		1	1.53133514986376	0
385	cyaA	Adenylate cyclase (EC 4.6.1.1)	sp|P00936|CYAA_ECOLI	1	1.69481830417227	0
386	cyaY	Frataxin homolog CyaY, facilitates iron supply for heme A synthesis or Fe-S cluster assembly	sp|P27838|CYAY_ECOLI;sp|C4ZZ71|CYAY_ECOBW;sp|B1XAH3|CYAY_ECODH	1	1.36432637571157	0
387	cybB	Cytochrome b(561)		1	3.16470588235294	0
388	cybC	Soluble cytochrome b562		1	1.72489082969432	0
389	cycA	D-serine/D-alanine/glycine transporter	sp|P0AAE0|CYCA_ECOLI	1	0.35540464063384297	0
390	cydA	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	sp|P0ABJ9|CYDA_ECOLI	1	0.28870292887029303	0
391	cydB	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	sp|P0ABK2|CYDB_ECOLI	1	0.979591836734694	1
392	cydC	Transport ATP-binding protein CydC	sp|P23886|CYDC_ECOLI	1	1.9670329670329696	0
393	cydD	Transport ATP-binding protein CydD	sp|P29018|CYDD_ECOLI	1	2.86281588447653	0
394	cyoA	Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	sp|P0ABJ1|CYOA_ECOLI	1	0.8900599672905691	0
395	cyoB	Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)	sp|P0ABI8|CYOB_ECOLI	1	1.3228125	0
396	cyoC	Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)		1	0.510967741935484	0
397	cyoD	Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)		1	1.05397727272727	0
398	cyoE	Heme O synthase, protoheme IX farnesyltransferase (EC 2.5.1.-) COX10-CtaB		1	0.33643771827706603	0
399	cysA	Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)	sp|P16676|CYSA_ECOLI	1	3.375	0
400	cysB	Cys regulon transcriptional activator CysB	sp|P0A9F3|CYSB_ECOLI	1	1.42142230026339	0
401	cysC	Adenylylsulfate kinase (EC 2.7.1.25)	sp|P0A6J1|CYSC_ECOLI;sp|C4ZZQ4|CYSC_ECOBW;sp|B1XCS6|CYSC_ECODH	1	2.6027397260274	0
402	cysD	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	sp|P21156|CYSD_ECOLI;sp|C4ZZQ6|CYSD_ECOBW;sp|B1XCS8|CYSD_ECODH	1	4.86666666666667	0
403	cysE	Serine acetyltransferase (EC 2.3.1.30)	sp|P0A9D4|CYSE_ECOLI	1	1.45454545454545	0
404	cysG	Siroheme synthase / Precorrin-2 oxidase (EC 1.3.1.76) / Sirohydrochlorin ferrochelatase (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	sp|P0AEA8|CYSG_ECOLI;sp|C4ZUM4|CYSG_ECOBW;sp|B1X716|CYSG_ECODH	1	2.6649214659685896	0
405	cysH	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	sp|P17854|CYSH_ECOLI;sp|C4ZZR6|CYSH_ECOBW;sp|B1XDH5|CYSH_ECODH	1	3.71929824561404	0
406	cysI	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	sp|P17846|CYSI_ECOLI;sp|C4ZZR7|CYSI_ECOBW	1	4.615384615384619	0
407	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2)	sp|P38038|CYSJ_ECOLI	1	4.4862385321100895	0
408	cysK	Cysteine synthase (EC 2.5.1.47)	sp|P0ABK5|CYSK_ECOLI	1	3.5887353878852304	0
409	cysM	Cysteine synthase B (EC 2.5.1.47)	sp|P16703|CYSM_ECOLI	1	2.32751091703057	1
410	cysN	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	sp|P23845|CYSN_ECOLI;sp|C4ZZQ5|CYSN_ECOBW;sp|B1XCS7|CYSN_ECODH	1	3.61363636363636	0
411	cysP	Sulfate and thiosulfate binding protein CysP	sp|P16700|CYSP_ECOLI	1	3.80327868852459	1
412	cysQ	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)	sp|P22255|CYSQ_ECOLI	1	1.18599562363239	0
413	cysS	Cysteinyl-tRNA synthetase (EC 6.1.1.16)		1	3.76532399299475	0
414	cysT	tRNA-Cys-GCA	sp|P16701|CYST_ECOLI	1	0.625	0
415	cysU	Sulfate transport system permease protein CysT		1	4.17241379310345	0
416	cysW	Sulfate transport system permease protein CysW		1	4.40816326530612	1
417	cysZ	Sulfate transporter, CysZ-type		1	1.04739884393064	0
418	cytR	Transcriptional (co)regulator CytR		1	1.6353591160221002	0
419	dacA	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	sp|P0AEB2|DACA_ECOLI	1	3.62916666666667	0
420	dacB	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)		1	3.84472049689441	0
421	dacC	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	sp|P08506|DACC_ECOLI	1	0.32513526807673404	0
422	dacD	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)		1	2.65384615384615	0
423	dadA	D-amino acid dehydrogenase small subunit (EC 1.4.99.1)	sp|P0A6J5|DADA_ECOLI;sp|C4ZTN0|DADA_ECOBW;sp|B1XA76|DADA_ECODH	1	1.07665745856354	1
424	dadX	Alanine racemase (EC 5.1.1.1)		1	0.8427287581699351	0
425	dam	Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)		1	1.39831697054698	0
426	damX	DamX, an inner membrane protein involved in bile resistance	sp|P11557|DAMX_ECOLI	1	2.0771812080536898	0
427	dapA	4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	sp|P0A6L2|DAPA_ECOLI	1	1.25587301587302	0
428	dapB	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	sp|P04036|DAPB_ECOLI;sp|C4ZPV7|DAPB_ECOBW;sp|B1XBF6|DAPB_ECODH	1	0.6705882352941179	0
429	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)	sp|P0A9D8|DAPD_ECOLI;sp|C4ZRQ8|DAPD_ECOBW;sp|B1XD35|DAPD_ECODH	1	1.00154400411734	0
430	dapE	N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)	sp|P0AED7|DAPE_ECOLI;sp|C4ZX46|DAPE_ECOBW;sp|B1XAE3|DAPE_ECODH	1	1.0230179028133	0
431	dapF	Diaminopimelate epimerase (EC 5.1.1.7)	sp|P0A6K1|DAPF_ECOLI;sp|C4ZZ73|DAPF_ECOBW;sp|B1XAH6|DAPF_ECODH	1	0.8257918552036201	1
432	dbpA	ATP-dependent 23S rRNA helicase DbpA	sp|P21693|DBPA_ECOLI	1	3.5176470588235302	0
433	dcd	Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	sp|P28248|DCD_ECOLI;sp|C4ZSF3|DCD_ECOBW;sp|B1X701|DCD_ECODH	1	0.595543551654288	0
434	dcm	DNA-cytosine methyltransferase (EC 2.1.1.37)		1	4.3343949044586	0
435	dcp	Dipeptidyl carboxypeptidase Dcp (EC 3.4.15.5)	sp|P24171|DCP_ECOLI	1	3.74346793349169	1
436	dcrB	DcrB protein precursor	sp|P0AEE1|DCRB_ECOLI	1	1.86078098471986	0
437	dctA	Aerobic C4-dicarboxylate transporter for fumarate, L-malate, D-malate, succunate		1	0.7315805564047689	0
438	dcuA	C4-dicarboxylate transporter DcuA		1	2.13893967093236	0
439	dcuB	C4-dicarboxylate transporter DcuB		1	1.66440677966102	1
440	dcuC	Mobile element protein		1	6.33333333333333	0
441	dcuC	Mobile element protein		1	5.05	0
442	dcuC	Mobile element protein		1	5.0	0
443	dcuC	Mobile element protein		1	3.4375	0
444	dcuC	Mobile element protein		1	3.4210526315789505	0
445	dcuC	Mobile element protein		1	3.39130434782609	0
446	dcuC	Mobile element protein		1	2.07407407407407	0
447	dcuC	Mobile element protein		1	1.56521739130435	0
448	dcuC	Mobile element protein		1	1.52941176470588	0
449	dcuC	Mobile element protein		1	0.666666666666667	0
450	dcuC	Mobile element protein		1	0.307692307692308	0
451	dcuD	Putative cryptic C4-dicarboxylate transporter DcuD		1	2.55555555555556	0
452	dcuR	Fumarate respiration transcriptional regulator DcuR		1	0.9850374064837908	1
453	dcuS	Fumarate respiration sensor kinase protein DcuS		1	1.36570561456753	0
454	ddg	Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-)		1	1.30801033591731	1
455	ddlA	D-alanine--D-alanine ligase A (EC 6.3.2.4)	sp|P0A6J8|DDLA_ECOLI	1	0.8704284221525601	0
456	ddlB	D-alanine--D-alanine ligase (EC 6.3.2.4)	sp|P07862|DDLB_ECOLI	1	0.812852311161218	0
457	ddpA	Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2); Putative hemin-binding lipoprotein		1	3.1233766233766205	0
458	ddpB	Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)		1	4.09459459459459	0
459	ddpC	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2); Putative hemine transporter ATP-binding subunit		1	4.31034482758621	0
460	ddpD	Dipeptide transport system permease protein DppC (TC 3.A.1.5.2); Putative hemine transporter ATP-binding subunit		1	4.50561797752809	0
461	ddpF	Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)		1	3.625	0
462	ddpX	D-alanyl-D-alanine dipeptidase (EC 3.4.13.22)		1	2.6770186335403703	0
463	deaD	DEAD-box ATP-dependent RNA helicase CshA (EC 3.6.4.13)	sp|P0A9P6|DEAD_ECOLI	1	2.49053627760252	0
464	dedA	DedA protein		1	2.26988636363636	0
465	dedD	DedD protein	sp|P09549|DEDD_ECOLI	1	0.866061293984109	0
466	def	Peptide deformylase (EC 3.5.1.88)	sp|P0A6K3|DEF_ECOLI;sp|C4ZUE1|DEF_ECOBW;sp|B1X6D9|DEF_ECODH	1	1.70255993498578	0
467	degP	HtrA protease/chaperone protein	REV__sp|P0C0V0|DEGP_ECOLI	1	1.03764115432873	0
468	degP	HtrA protease/chaperone protein	sp|P0C0V0|DEGP_ECOLI	1	1.03764115432873	0
469	degQ	Outer membrane stress sensor protease DegQ, serine protease	sp|P39099|DEGQ_ECOLI	1	2.17799352750809	0
470	degS	Outer membrane stress sensor protease DegS	sp|P0AEE3|DEGS_ECOLI	1	2.55944055944056	0
471	deoA	Thymidine phosphorylase (EC 2.4.2.4)		1	0.4387785354284021	0
472	deoB	Phosphopentomutase (EC 5.4.2.7)	sp|P0A6K6|DEOB_ECOLI;sp|C4ZT65|DEOB_ECOBW;sp|B1XFJ3|DEOB_ECODH	1	0.7617739403453689	0
473	deoC	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	sp|P0A6L0|DEOC_ECOLI;sp|C4ZT63|DEOC_ECOBW;sp|B1XFJ1|DEOC_ECODH	1	0.5274908363878711	0
474	deoD	Purine nucleoside phosphorylase (EC 2.4.2.1)	sp|P0ABP8|DEOD_ECOLI;sp|C4ZT66|DEOD_ECOBW;sp|B1XFJ4|DEOD_ECODH	1	0.660629170638704	0
475	deoR	Deoxyribose operon repressor, DeoR family		1	2.0487012987013	1
476	der	GTP-binding protein EngA	sp|P0A6P5|DER_ECOLI;sp|C4ZX86|DER_ECOBW;sp|B1XAY6|DER_ECODH	1	2.07105719237435	0
477	dfp	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)		1	6.344262295081968	0
478	dgkA	Diacylglycerol kinase (EC 2.7.1.107)		1	1.31308411214953	0
479	dgoA	2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21)		1	1.88888888888889	0
480	dgoD	Galactonate dehydratase (EC 4.2.1.6)		1	2.23863636363636	0
481	dgoK	2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)		1	2.56451612903226	0
482	dgoR	D-Galactonate repressor DgoR	sp|P31460|DGOR_ECOLI	1	2.10294117647059	0
483	dgoT	D-galactonate transporter		1	2.65714285714286	0
484	dgsA	Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon		1	3.73258003766478	1
485	dgt	Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1), subgroup 1		1	1.35752688172043	0
486	dhaH	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), subunit DhaM; DHA-specific IIA component / DHA-specific phosphocarrier protein HPr / DHA-specific EI component		1	9.172972972972973	0
487	dhaK	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), dihydroxyacetone binding subunit DhaK	sp|P76015|DHAK_ECOLI	1	21.340625	0
488	dhaL	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), ADP-binding subunit DhaL	sp|P76014|DHAL_ECOLI	1	10.168	0
489	dhaR	Phosphoenolpyruvate-dihydroxyacetone phosphotransferase operon regulatory protein DhaR		1	3.07509881422925	0
490	dicC	Putative regulator of cell division encoded by prophage CP-933O		1	11.666666666666698	0
491	dinB	DNA polymerase IV (EC 2.7.7.7)		1	5.1875	0
492	dinD	DNA-damage-inducible protein D		1	3.71844660194175	0
493	dinF	DNA-damage-inducible protein F		1	2.12735849056604	0
494	dinG	ATP-dependent helicase DinG/Rad3		1	2.52996845425867	0
495	dinI	DNA-damage-inducible protein I	sp|P0ABR1|DINI_ECOLI	1	6.420718816067652	0
496	dinJ	DNA-damage-inducible protein J	sp|Q47150|DINJ_ECOLI	1	2.39681440443213	0
497	dipZ	Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)		1	2.98461538461538	0
498	djlA	DnaJ-like protein DjlA		1	1.3447037701974898	0
499	djlB	FIG00638911: hypothetical protein		1	2.91489361702128	0
500	djlC	FIG00638911: hypothetical protein		1	2.1747572815534	1
501	dkgA	Methylglyoxal reductase, acetol producing (EC 1.1.1.-) / 2,5-diketo-D-gluconate reductase A (EC 1.1.1.274)	sp|Q46857|DKGA_ECOLI	1	1.6331658291457298	0
502	dkgB	Methylglyoxal reductase, acetol producing (EC 1.1.1.-) / 2,5-diketo-D-gluconic acid reductase B (EC 1.1.1.274)	sp|P30863|DKGB_ECOLI	1	6.32038834951456	0
503	dksA	C4-type zinc finger protein, DksA/TraR family	sp|P0ABS1|DKSA_ECOLI	1	3.49923296077142	0
504	dld	D-Lactate dehydrogenase (EC 1.1.2.5)	sp|P06149|DLD_ECOLI	1	0.6319875776397521	0
505	dmsA	Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.99.-)	sp|P18775|DMSA_ECOLI	1	0.22509378907878305	1
506	dmsB	Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.99.-)		1	0.5951417004048579	1
507	dmsC	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.99.-)		1	0.5344827586206901	0
508	dmsD	Putative oxidoreductase component of anaerobic dehydrogenases; Chaperone protein TorD		1	1.19731800766284	0
509	dnaA	Chromosomal replication initiator protein DnaA	sp|P03004|DNAA_ECOLI;sp|C4ZYX9|DNAA_ECOBW	1	2.0306382978723403	0
510	dnaB	Replicative DNA helicase (EC 3.6.1.-)	sp|P0ACB0|DNAB_ECOLI	1	2.30270906949352	0
